DynoWare,Version 2.5.1.2
Path:,C:\Users\Administrator\Desktop\20180315\
Filename:,6-n6000f300ap3ae25.dwd
Config ID:,6-n6000f300ap3ae25.cfg
Setup ID:,0
Manipulated:,0
Filename 1:, 
Filename 2:, 
Date:, 
Time:, 
Sampling rate [Hz]:,10000
Measuring time [s]:,50
Delay time [s]:,0
Cycle time [s]:,0
Cycles:,1
Samples per channel:,500001
Cycle interval:,0
Cycle No:,1
Time,Fx,Fy,Fz
8.0509,196.564,-135.59,89.6301
8.051,201.324,-122.498,88.5315
8.0511,207.092,-105.56,81.3904
8.0512,206.085,-77.9114,80.1086
8.0513,208.191,-42.3889,78.3691
8.0514,203.339,-19.7754,82.5806
8.0515,203.339,-6.50024,85.7849
8.0516,195.099,-3.57056,86.3342
8.0517,184.296,-4.66919,88.623
8.0518,180.359,-2.92969,88.7146
8.0519,180.908,3.75366,96.6797
8.052,187.775,15.564,107.025
8.0521,189.88,36.438,103.088
8.0522,191.345,61.9812,87.9822
8.0523,193.817,91.095,61.4319
8.0524,178.345,90.8203,70.4041
8.0525,169.556,89.3555,83.4961
8.0526,159.119,91.5527,89.5386
8.0527,134.216,97.5952,86.3342
8.0528,114.899,91.6443,79.1931
8.0529,94.6655,86.3342,82.6721
8.053,81.9397,84.2285,89.5386
8.0531,80.0171,89.9048,94.9402
8.0532,81.2073,101.074,89.2639
8.0533,81.7566,104.645,82.7637
8.0534,78.5522,101.99,37.5366
8.0535,64.7278,83.7708,-6.68335
8.0536,39.5508,19.5923,-4.94385
8.0537,1.5564,-63.9954,11.9934
8.0538,-39.7339,-101.898,19.1345
8.0539,-52.7344,-85.4187,10.8032
8.054,-63.1714,-44.3115,19.7754
8.0541,-68.2068,-9.97925,24.9023
8.0542,-50.1709,0.274658,25.5432
8.0543,-17.0288,8.05664,22.2473
8.0544,15.564,15.3809,13.916
8.0545,30.2124,10.8948,13.7329
8.0546,47.2412,-20.9656,21.5149
8.0547,62.8052,-62.3474,25.8179
8.0548,59.5093,-79.6509,29.5715
8.0549,43.6707,-78.8269,29.9377
8.055,27.832,-72.6929,30.1208
8.0551,17.2119,-66.4673,21.0571
8.0552,12.2681,-59.7839,14.1907
8.0553,8.60596,-47.6074,18.1274
8.0554,5.58472,-25.2686,19.7754
8.0555,7.78198,-9.33838,22.2473
8.0556,19.043,-23.2544,34.3323
8.0557,35.1563,-53.4668,47.3328
8.0558,50.4456,-72.1436,52.5513
8.0559,59.3262,-78.9185,46.2341
8.056,73.6084,-78.6438,38.3606
8.0561,81.2073,-71.3196,32.959
8.0562,81.665,-54.8401,29.7546
8.0563,80.5664,-25.5432,26.1841
8.0564,71.4111,-1.46484,31.5857
8.0565,52.8259,7.69043,31.8604
8.0566,40.8325,-0.549316,31.0364
8.0567,34.0576,-15.1978,28.0151
8.0568,33.5999,-23.1628,23.2544
8.0569,37.262,-21.5149,21.0571
8.057,40.4663,-17.0288,25.7263
8.0571,44.0369,-6.5918,24.2615
8.0572,46.875,11.7188,17.395
8.0573,55.0232,29.6631,9.61304
8.0574,53.7415,39.5508,7.78198
8.0575,37.8113,37.0789,11.4441
8.0576,26.001,32.5012,11.6272
8.0577,16.2964,24.6277,11.5356
8.0578,-2.28882,14.0991,9.42993
8.0579,-25.5432,6.13403,6.13403
8.058,-35.8887,4.57764,7.78198
8.0581,-35.614,5.67627,9.61304
8.0582,-24.0784,12.5427,10.8032
8.0583,2.74658,17.395,31.8604
8.0584,55.481,3.11279,86.3342
8.0585,44.4031,-34.1492,93.2922
8.0586,-36.1633,-97.7783,94.4824
8.0587,-100.708,-149.506,83.4045
8.0588,-136.963,-178.894,79.7424
8.0589,-153.534,-181.549,77.179
8.059,-140.9,-175.781,97.4121
8.0591,-110.87,-166.718,123.779
8.0592,-78.2776,-148.956,119.385
8.0593,-29.2969,-135.681,100.983
8.0594,28.5645,-139.526,93.0176
8.0595,71.0449,-151.611,104.462
8.0596,88.0737,-168.365,112.335
8.0597,99.6094,-194.458,116.821
8.0598,102.264,-208.649,111.969
8.0599,89.9048,-214.783,97.1375
8.06,80.2002,-211.67,82.3059
8.0601,86.5173,-195.923,78.3691
8.0602,96.9543,-168.915,74.7986
8.0603,106.934,-138.977,74.9817
8.0604,130.554,-122.955,79.1931
8.0605,156.281,-123.413,76.6296
8.0606,179.443,-126.892,84.2285
8.0607,194.366,-135.773,87.616
8.0608,201.141,-146.21,97.0459
8.0609,203.064,-137.512,93.2007
8.061,206.543,-122.498,92.4683
8.0611,206.36,-105.56,81.7566
8.0612,203.888,-75.9888,79.1016
8.0613,203.522,-44.1284,77.6367
8.0614,202.423,-22.3389,84.7778
8.0615,207.55,-8.23975,88.623
8.0616,206.36,-3.11279,92.0105
8.0617,198.669,-2.19727,95.8557
8.0618,191.162,-1.00708,96.7712
8.0619,187.5,4.85229,99.3347
8.062,188.599,18.3105,103.363
8.0621,186.951,40.2832,102.356
8.0622,187.225,64.3616,92.6514
8.0623,188.782,90.4541,69.397
8.0624,174.591,94.4824,77.0874
8.0625,166.351,91.7358,84.2285
8.0626,157.654,93.5669,89.0808
8.0627,143.097,95.5811,84.2285
8.0628,122.955,92.3767,84.8694
8.0629,103.546,89.8132,89.1724
8.063,90.1794,86.5173,92.3767
8.0631,82.6721,91.4612,93.9331
8.0632,79.834,98.7854,88.8977
8.0633,74.5239,99.4263,85.4187
8.0634,66.925,93.9331,38.3606
8.0635,47.3328,73.9746,-7.32422
8.0636,20.9656,6.86646,-1.83105
8.0637,-7.87354,-70.9534,13.7329
8.0638,-37.7197,-103.088,23.8953
8.0639,-47.699,-83.9539,17.5781
8.064,-57.2205,-47.2412,26.1841
8.0641,-60.5164,-18.6768,27.832
8.0642,-52.6428,-5.49316,27.4658
8.0643,-14.8315,-0.640869,22.8882
8.0644,12.8174,8.5144,15.564
8.0645,25.5432,6.31714,15.6555
8.0646,41.4734,-24.5361,24.0784
8.0647,56.6711,-64.5447,27.3743
8.0648,58.136,-79.834,28.1067
8.0649,44.4946,-80.1086,27.9236
8.065,31.311,-78.0029,26.1841
8.0651,23.2544,-70.9534,20.05
8.0652,18.6768,-58.0444,16.0217
8.0653,12.7258,-40.1001,18.5852
8.0654,5.31006,-18.4021,18.7683
8.0655,5.76782,-7.96509,20.05
8.0656,15.564,-27.0081,31.4941
8.0657,32.959,-58.6853,46.3257
8.0658,49.8047,-74.4324,53.7415
8.0659,59.6008,-79.01,49.7131
8.066,75.6226,-77.3621,39.8254
8.0661,83.313,-71.1365,34.0576
8.0662,83.0383,-52.0935,28.7476
8.0663,78.9185,-21.8811,24.4446
8.0664,68.3899,0.915527,29.8462
8.0665,52.4597,7.32422,29.7546
8.0666,41.0156,-1.37329,30.1208
8.0667,36.2549,-13.3667,28.7476
8.0668,37.262,-20.4163,23.6206
8.0669,39.7339,-19.8669,21.7896
8.067,40.8325,-15.7471,25.177
8.0671,41.0156,-5.12695,23.1628
8.0672,43.6707,14.5569,13.3667
8.0673,50.6287,31.4941,9.42993
8.0674,50.1709,40.3748,9.8877
8.0675,35.8887,35.9802,12.085
8.0676,25.7263,31.311,11.1694
8.0677,15.9302,24.2615,8.78906
8.0678,-5.85938,4.76074,16.0217
8.0679,-26.001,3.11279,4.66919
8.068,-35.9802,1.00708,6.68335
