DynoWare,Version 2.5.1.2
Path:,C:\Users\Administrator\Desktop\20180315\
Filename:,6-n6000f1200ap3ae25.dwd
Config ID:,6-n6000f1200ap3ae25.cfg
Setup ID:,0
Manipulated:,0
Filename 1:, 
Filename 2:, 
Date:, 
Time:, 
Sampling rate [Hz]:,10000
Measuring time [s]:,50
Delay time [s]:,0
Cycle time [s]:,0
Cycles:,1
Samples per channel:,500001
Cycle interval:,0
Cycle No:,1
Time,Fx,Fy,Fz
2.0115,23.9868,-158.936,47.3328
2.0116,-88.8062,-189.056,42.2974
2.0117,-198.761,-233.276,38.0859
2.0118,-245.27,-255.89,50.9949
2.0119,-253.601,-250.946,66.7419
2.012,-209.381,-193.542,75.9888
2.0121,-114.624,-127.716,88.7146
2.0122,-22.7051,-100.983,104.645
2.0123,83.4045,-122.223,118.835
2.0124,176.514,-158.661,105.56
2.0125,229.248,-198.761,101.898
2.0126,234.283,-243.073,99.4263
2.0127,223.938,-287.75,91.5527
2.0128,199.493,-301.025,77.0874
2.0129,169.373,-262.115,71.5027
2.013,125.702,-193.726,64.1785
2.0131,89.7217,-140.35,50.6287
2.0132,89.1724,-115.906,46.4172
2.0133,117.828,-122.772,54.1992
2.0134,163.055,-138.153,71.3196
2.0135,217.712,-146.21,80.7495
2.0136,268.433,-159.393,89.5386
2.0137,307.892,-176.331,96.5881
2.0138,332.245,-177.521,98.7854
2.0139,340.759,-141.174,92.2852
2.014,318.512,-84.5947,73.4253
2.0141,281.342,-33.1421,67.8406
2.0142,244.995,0.549316,60.8826
2.0143,210.205,19.7754,60.0586
2.0144,174.133,30.1208,65.7349
2.0145,151.154,26.3672,66.4673
2.0146,159.027,16.1133,81.5735
2.0147,174.133,6.50024,95.5811
2.0148,197.388,11.0779,100.342
2.0149,225.677,38.9099,89.2639
2.015,248.749,74.6155,77.2705
2.0151,243.805,101.624,70.7703
2.0152,208.649,113.068,55.481
2.0153,173.767,127.075,39.917
2.0154,130.92,126.801,24.9939
2.0155,68.3899,98.3276,27.0081
2.0156,22.8882,75.3479,30.9448
2.0157,5.49316,62.7136,33.5999
2.0158,7.59888,63.9954,31.4026
2.0159,36.9873,81.7566,33.0505
2.016,90.3625,96.4966,50.9033
2.0161,164.063,86.8835,101.715
2.0162,180.908,42.2974,118.378
2.0163,91.3696,-68.3899,117.92
2.0164,-70.0378,-219.543,91.2781
2.0165,-210.205,-355.042,78.9185
2.0166,-281.433,-427.826,78.0029
2.0167,-304.962,-444.763,93.9331
2.0168,-288.3,-430.756,129.547
2.0169,-209.015,-395.966,153.259
2.017,-91.3696,-335.449,143.463
2.0171,45.4102,-283.813,140.076
2.0172,159.393,-248.566,139.16
2.0173,240.051,-247.467,145.844
2.0174,291.595,-278.961,143.372
2.0175,304.871,-315.216,144.012
2.0176,278.137,-345.062,115.906
2.0177,245.361,-368.591,98.4192
2.0178,223.389,-376.282,82.6721
2.0179,230.255,-356.232,81.5735
2.018,255.249,-310.638,74.7986
2.0181,286.469,-242.798,70.1294
2.0182,327.85,-188.507,71.9604
2.0183,356.14,-163.971,70.4956
2.0184,370.056,-167.816,80.3833
2.0185,386.993,-177.429,95.5811
2.0186,396.149,-178.894,98.053
2.0187,410.889,-178.345,113.159
2.0188,421.967,-162.231,115.448
2.0189,428.65,-131.378,118.103
2.019,420.868,-71.5027,95.2148
2.0191,413.91,-12.7258,99.6094
2.0192,405.396,31.311,97.5037
2.0193,384.521,50.1709,96.4966
2.0194,360.901,64.8193,98.2361
2.0195,330.048,74.7986,102.997
2.0196,307.709,79.834,120.85
2.0197,301.483,85.4187,137.421
2.0198,302.124,98.3276,139.252
2.0199,305.237,129.181,123.505
2.02,310.181,173.218,94.3909
2.0201,318.695,200.592,86.3342
2.0202,316.132,207.275,84.5032
2.0203,297.089,210.297,92.4683
2.0204,265.137,221.1,84.7778
2.0205,213.776,221.832,70.4041
2.0206,174.316,221.649,71.1365
2.0207,156.006,223.663,79.5593
2.0208,146.576,230.896,90.4541
2.0209,160.858,246.277,97.4121
2.021,196.747,267.883,96.8628
2.0211,260.101,278.961,84.2285
2.0212,331.97,254.333,70.6787
2.0213,280.06,124.969,57.4951
2.0214,121.307,-125.427,76.1719
2.0215,-76.0803,-315.582,44.22
2.0216,-198.12,-372.437,30.3955
2.0217,-267.334,-300.293,25.8179
2.0218,-294.342,-195.74,70.1294
2.0219,-259.277,-137.512,98.3276
2.022,-189.056,-117.737,102.173
2.0221,-69.3054,-90.5457,78.8269
2.0222,35.4309,-72.4182,68.2983
2.0223,141.632,-108.673,92.1936
2.0224,210.297,-193.451,114.532
2.0225,245.361,-269.897,139.709
2.0226,235.657,-307.709,123.23
2.0227,184.662,-303.223,96.6797
2.0228,133.942,-280.243,51.0864
2.0229,118.835,-254.517,43.9453
2.023,110.413,-200.684,54.1077
2.0231,107.941,-119.751,58.8684
2.0232,117.096,-57.5867,50.6287
2.0233,144.653,-65.7349,53.009
2.0234,184.753,-137.146,75.531
2.0235,223.755,-194.824,105.103
2.0236,257.263,-224.762,115.814
2.0237,288.025,-213.776,106.11
2.0238,306.152,-187.683,91.1865
2.0239,319.153,-146.851,69.3054
2.024,320.892,-79.5593,56.6711
2.0241,298.737,6.13403,65.6433
2.0242,259.735,59.3262,78.186
2.0243,214.417,59.3262,75.6226
2.0244,172.577,23.1628,68.2068
2.0245,148.041,-11.6272,56.2134
2.0246,141.266,-27.0996,66.7419
2.0247,162.506,-30.7617,93.2007
2.0248,192.81,-11.1694,118.469
2.0249,225.494,37.0789,108.307
2.025,255.707,97.3206,66.8335
2.0251,258.911,142.456,35.8887
2.0252,225.952,146.21,27.6489
2.0253,178.07,125.885,43.7622
2.0254,130.188,103.729,55.2979
2.0255,72.5098,85.968,39.6423
2.0256,13.916,66.8335,23.3459
2.0257,-22.6135,46.9666,23.9868
2.0258,-24.353,40.6494,32.5928
2.0259,6.22559,56.3965,40.2832
2.026,58.5022,86.3342,38.3606
2.0261,124.695,88.9893,73.6084
2.0262,167.45,55.6641,85.144
2.0263,150.513,-22.6135,119.934
2.0264,29.1138,-149.597,99.1516
2.0265,-146.759,-331.146,91.1865
2.0266,-272.461,-482.849,69.4885
2.0267,-314.575,-559.204,80.1086
2.0268,-298.37,-533.569,114.899
2.0269,-236.938,-443.024,151.428
2.027,-133.484,-324.28,166.168
2.0271,-3.57056,-240.326,145.935
2.0272,125.977,-179.26,122.864
2.0273,227.509,-166.992,116.364
2.0274,296.082,-209.747,115.448
2.0275,328.033,-302.856,134.308
2.0276,337.83,-387.268,145.386
2.0277,306.976,-442.2,129.73
2.0278,254.974,-425.812,100.25
2.0279,217.438,-373.993,69.1223
2.028,212.311,-307.343,52.4597
2.0281,232.086,-242.981,51.0864
2.0282,280.243,-176.147,53.1006
2.0283,337.738,-125.702,61.7981
2.0284,379.761,-108.49,76.355
2.0285,416.382,-135.315,105.194
2.0286,426.819,-180.45,122.864
2.0287,432.312,-212.769,132.568
2.0288,429.749,-209.015,118.195
2.0289,422.058,-175.232,108.215
2.029,421.692,-114.624,87.3413
2.0291,411.804,-32.5928,80.4749
2.0292,402.191,53.9246,84.5947
2.0293,380.676,109.68,88.5315
2.0294,350.098,118.927,97.5952
2.0295,320.801,103.363,100.983
2.0296,294.159,75.0732,118.835
2.0297,283.173,62.2559,127.167
2.0298,291.87,54.9316,146.759
2.0299,308.807,92.1936,131.744
2.03,323.273,134.033,113.159
2.0301,331.879,190.887,85.144
2.0302,325.836,229.889,72.2351
2.0303,306.061,249.298,74.5239
2.0304,274.017,251.587,86.3342
2.0305,225.494,245.087,75.6226
2.0306,174.316,234.65,70.5872
2.0307,134.491,212.677,69.7632
2.0308,118.378,198.12,83.9539
2.0309,124.878,203.613,87.2498
2.031,158.844,215.698,80.1086
2.0311,221.283,232.819,84.4116
2.0312,270.264,243.896,37.7197
2.0313,333.527,175.873,69.6716
2.0314,242.065,22.1558,45.2271
2.0315,15.4724,-231.445,74.3408
2.0316,-176.239,-383.331,24.9023
2.0317,-278.503,-385.071,16.571
2.0318,-326.66,-272.827,33.783
2.0319,-313.019,-173.676,84.7778
2.032,-237.305,-123.413,123.688
2.0321,-130.463,-100.067,120.667
2.0322,15.8386,-72.876,83.313
2.0323,147.491,-75.2563,72.9675
2.0324,232.635,-129.089,91.1865
2.0325,272.003,-221.008,117.279
2.0326,270.63,-293.243,142.273
2.0327,226.959,-314.575,121.857
2.0328,143.829,-304.504,82.7637
2.0329,93.75,-277.313,42.572
2.033,78.9185,-235.657,33.3252
2.0331,82.9468,-165.802,46.3257
2.0332,99.3347,-75.6226,49.8962
2.0333,131.744,-35.1563,47.8821
2.0334,183.105,-70.3125,55.2979
2.0335,244.446,-148.224,84.4116
2.0336,287.933,-214.508,116.638
2.0337,316.315,-229.98,122.498
2.0338,326.202,-200.409,111.603
2.0339,312.469,-157.562,86.0596
2.034,293.701,-107.758,51.9104
2.0341,274.658,-29.2969,40.8325
2.0342,240.601,48.9807,53.1921
2.0343,205.627,79.2847,69.9463
2.0344,189.88,61.8896,77.8198
2.0345,169.098,24.7192,78.6438
2.0346,160.767,-10.0708,75.9888
2.0347,167.084,-24.1699,75.6226
2.0348,188.507,-20.7825,100.8
2.0349,209.656,7.04956,117.004
2.035,229.34,56.488,97.1375
2.0351,244.446,122.04,56.3049
2.0352,227.783,159.668,17.4866
2.0353,182.465,152.252,16.7542
2.0354,128.265,118.744,38.3606
2.0355,87.5244,86.8835,46.5088
2.0356,41.1987,69.3054,35.614
2.0357,0.640869,50.6287,23.9868
2.0358,-18.0359,37.1704,33.6914
2.0359,-3.38745,41.4734,36.9873
2.036,32.5012,63.446,45.4102
2.0361,94.3909,71.7773,83.9539
2.0362,122.314,40.2832,91.095
2.0363,91.2781,-32.6843,100.342
2.0364,26.9165,-129.639,96.405
2.0365,-83.7708,-256.622,84.137
2.0366,-215.332,-402.557,76.355
2.0367,-271.179,-518.463,82.9468
2.0368,-249.481,-556.641,110.229
2.0369,-208.557,-501.984,137.512
2.037,-129.639,-387.36,154.083
2.0371,-27.1912,-279.419,147.583
2.0372,75.4395,-207.825,126.068
2.0373,175.232,-172.119,116.089
2.0374,250.58,-181.732,113.617
2.0375,295.258,-251.404,121.674
2.0376,329.773,-344.33,126.709
2.0377,329.132,-421.875,121.307
2.0378,303.68,-436.249,110.962
2.0379,268.341,-393.768,81.2988
2.038,244.812,-321.442,65.5518
2.0381,244.629,-255.157,57.8613
2.0382,275.208,-209.29,53.1921
2.0383,310.364,-159.668,54.657
2.0384,347.809,-113.8,63.6292
2.0385,387.726,-120.209,100.067
2.0386,406.311,-152.435,115.54
2.0387,421.6,-176.788,135.315
2.0388,430.939,-180.725,121.033
2.0389,436.432,-160.034,115.814
2.039,437.897,-115.173,96.9543
2.0391,431.122,-61.9812,89.7217
2.0392,412.628,6.40869,86.3342
2.0393,388.367,79.3762,88.9893
2.0394,343.872,117.188,88.9893
2.0395,311.096,118.195,102.356
2.0396,295.807,99.2432,111.603
2.0397,286.194,86.9751,133.026
2.0398,292.328,90.3625,133.392
2.0399,306.061,98.7854,130.371
2.04,320.618,121.307,113.251
2.0401,329.132,157.562,88.8062
2.0402,322.998,195.282,80.4749
2.0403,297.821,229.614,74.2493
2.0404,264.587,252.411,78.8269
2.0405,230.804,250.854,74.1577
2.0406,191.62,243.988,69.3054
2.0407,152.161,230.164,63.446
2.0408,134.308,219.36,66.5588
2.0409,130.646,205.078,78.4607
2.041,139.069,190.43,76.1719
2.0411,168.732,175.507,68.573
2.0412,192.444,155.548,18.4937
2.0413,202.881,84.5032,34.8816
2.0414,152.069,-40.0085,56.3049
2.0415,32.135,-168.732,67.6575
2.0416,-95.7642,-242.065,38.9099
2.0417,-192.627,-256.989,26.9165
2.0418,-254.883,-247.009,34.5154
2.0419,-263.306,-224.121,68.6646
2.042,-218.17,-195.374,101.257
2.0421,-131.104,-151.794,117.828
2.0422,-26.7334,-111.328,102.081
2.0423,81.0242,-116.821,93.0176
2.0424,178.162,-156.464,90.7288
2.0425,234.375,-199.127,95.9473
2.0426,257.263,-228.149,110.87
2.0427,231.354,-263.123,109.863
2.0428,188.782,-278.595,89.9963
2.0429,148.132,-270.538,56.3965
2.043,118.011,-234.1,48.4314
2.0431,98.5107,-176.88,45.1355
2.0432,93.8416,-122.406,52.8259
2.0433,108.765,-103.455,55.9387
2.0434,153.809,-116.73,64.3616
2.0435,220.917,-137.238,78.8269
2.0436,272.278,-157.745,92.8345
2.0437,318.695,-178.253,104.645
2.0438,343.506,-173.309,102.905
2.0439,340.759,-146.484,98.9685
2.044,317.413,-99.4263,80.7495
2.0441,272.552,-39.1846,64.27
2.0442,226.318,2.10571,54.4739
2.0443,195.923,29.48,56.3049
2.0444,178.253,36.7126,64.9109
2.0445,166.351,33.6914,73.6084
2.0446,168.182,20.7825,77.9114
2.0447,181.091,7.41577,85.2356
2.0448,201.874,6.22559,93.1091
2.0449,220.917,22.8882,98.6938
2.045,232.819,59.7839,92.5598
2.0451,232.544,99.0601,73.1506
2.0452,203.705,123.413,47.4243
2.0453,163.788,130.28,24.8108
2.0454,116.547,117.279,22.7051
2.0455,78.186,96.6797,24.2615
2.0456,38.6353,76.9958,30.1208
2.0457,14.1907,62.5305,35.0647
2.0458,15.7471,58.4106,33.783
2.0459,32.8674,62.2559,31.311
2.046,61.3403,66.0095,36.9873
2.0461,112.244,47.1497,99.7009
2.0462,109.863,-2.19727,112.793
2.0463,26.7334,-83.6792,117.279
2.0464,-82.1228,-175.323,86.792
2.0465,-173.859,-279.602,77.4536
2.0466,-250.854,-373.81,72.052
2.0467,-267.7,-445.221,91.3696
2.0468,-227.509,-473.236,124.695
2.0469,-162.964,-438.904,140.076
2.047,-66.0095,-370.972,139.343
2.0471,37.9028,-306.427,138.062
2.0472,132.019,-258.27,137.421
2.0473,194.641,-230.713,129.181
2.0474,242.34,-233.826,125.977
2.0475,264.313,-275.94,125.244
2.0476,270.172,-332.153,114.99
2.0477,263.947,-374.542,94.3909
2.0478,260.284,-388.184,90.0879
2.0479,263.489,-365.753,80.5664
2.048,271.545,-319.977,79.1931
2.0481,294.434,-263.031,78.4607
2.0482,325.104,-221.008,71.4111
2.0483,344.238,-180.45,66.2842
2.0484,357.33,-146.21,72.2351
2.0485,373.26,-148.041,94.2078
2.0486,382.416,-157.562,106.293
2.0487,396.149,-162.598,123.23
2.0488,416.84,-158.02,121.49
2.0489,426.819,-133.759,120.575
2.049,442.841,-91.1865,119.934
2.0491,439.728,-44.5862,103.363
2.0492,427.826,5.58472,99.7925
2.0493,404.48,54.5654,89.5386
2.0494,362.732,81.1157,95.0317
2.0495,322.54,94.3909,101.44
2.0496,293.427,98.877,110.229
2.0497,278.046,103.912,125.336
2.0498,282.623,116.547,130.554
2.0499,301.392,126.068,125.336
2.05,320.343,143.829,110.87
2.0501,330.963,168.274,94.9402
2.0502,328.491,187.958,94.4824
2.0503,305.969,212.219,85.6934
2.0504,265.778,230.438,80.8411
2.0505,224.213,236.023,74.1577
2.0506,179.718,234.558,70.4956
2.0507,148.956,229.065,71.1365
2.0508,139.252,226.685,75.7141
2.0509,143.28,226.044,76.355
2.051,163.879,220.184,81.3904
2.0511,204.62,198.761,78.5522
2.0512,207.458,161.133,27.3743
2.0513,181.274,57.1289,41.6565
2.0514,101.349,-92.6514,47.4243
2.0515,-34.0576,-224.121,58.6853
2.0516,-143.28,-267.7,40.8325
2.0517,-208.374,-243.988,39.3677
2.0518,-245.087,-205.627,53.2837
2.0519,-233.368,-178.07,67.4744
2.052,-171.936,-159.302,91.5527
2.0521,-80.658,-134.491,98.6023
2.0522,10.8948,-106.476,89.2639
2.0523,99.7925,-128.082,89.2639
2.0524,184.479,-187.134,105.835
2.0525,225.677,-231.079,106.476
2.0526,221.924,-260.468,105.469
2.0527,200.134,-270.538,95.5811
2.0528,163.788,-266.052,81.8481
2.0529,129.272,-245.27,54.1077
2.053,114.807,-206.268,55.0232
2.0531,114.807,-145.752,53.833
2.0532,113.159,-108.948,56.3965
2.0533,131.104,-107.025,59.5093
2.0534,176.056,-143.372,71.9604
2.0535,223.297,-173.584,87.5244
2.0536,261.2,-181.458,95.2148
2.0537,301.483,-180.084,96.7712
2.0538,325.562,-166.077,91.0034
2.0539,327.209,-128.906,81.0242
2.054,314.85,-78.0029,76.9043
2.0541,282.623,-18.4021,68.4814
2.0542,239.136,22.4304,63.8123
2.0543,200.592,33.9661,62.9883
2.0544,171.661,23.6206,67.3828
2.0545,160.858,9.24683,71.7773
2.0546,161.041,-2.38037,74.6155
2.0547,178.619,-6.5918,87.616
2.0548,207.275,5.95093,95.2148
2.0549,229.34,36.5295,90.6372
2.055,244.995,81.2073,79.2847
2.0551,243.622,117.004,59.6008
2.0552,210.388,130.92,46.1426
2.0553,159.851,126.892,37.4451
2.0554,109.039,111.328,36.7126
2.0555,64.7278,87.9822,33.2336
2.0556,21.6064,70.4956,30.5786
2.0557,-2.01416,55.7556,32.959
2.0558,5.85938,53.7415,36.438
2.0559,36.9873,62.2559,33.783
2.056,78.5522,73.9746,43.7622
2.0561,144.379,56.7627,109.772
2.0562,140.076,5.12695,116.638
2.0563,40.741,-87.616,120.392
2.0564,-87.7991,-196.381,89.7217
2.0565,-212.402,-325.378,81.2073
2.0566,-292.877,-413.91,73.0591
2.0567,-309.631,-462.708,91.7358
2.0568,-256.897,-465.912,134.857
2.0569,-177.612,-415.192,145.203
2.057,-65.7349,-337.006,151.154
2.0571,65.5518,-273.193,141.724
2.0572,167.816,-239.685,139.435
2.0573,233.368,-230.072,140.442
2.0574,271.271,-258.27,139.069
2.0575,281.525,-318.97,144.47
2.0576,260.925,-363.098,118.927
2.0577,235.291,-390.747,100.891
2.0578,222.931,-384.796,85.7849
2.0579,222.565,-351.746,71.5027
2.058,248.016,-302.673,78.2776
2.0581,286.102,-248.566,76.1719
2.0582,327.118,-201.416,74.6155
2.0583,357.513,-166.077,74.4324
2.0584,379.12,-152.344,86.9751
2.0585,392.303,-166.26,99.2432
2.0586,402.557,-179.26,108.398
2.0587,407.043,-173.492,126.617
2.0588,415.649,-170.105,111.877
2.0589,415.283,-129.73,101.257
2.059,415.741,-74.0662,95.1233
2.0591,420.41,-19.9585,92.5598
2.0592,418.854,29.7546,96.4966
2.0593,396.423,63.7207,96.4966
2.0594,358.887,77.8198,98.3276
2.0595,321.716,78.8269,103.088
2.0596,300.018,79.1931,107.025
2.0597,292.419,81.7566,126.434
2.0598,298.096,96.9543,135.315
2.0599,308.807,122.955,114.258
2.06,315.948,158.936,95.0317
2.0601,332.153,193.542,77.8198
2.0602,326.385,213.959,85.0525
2.0603,301.025,223.938,88.7146
2.0604,263.214,229.706,83.313
2.0605,218.719,221.466,80.8411
2.0606,170.105,217.896,73.3337
2.0607,141.449,213.409,72.2351
2.0608,138.336,217.804,77.8198
2.0609,144.653,225.037,80.7495
2.061,159.393,223.297,79.6509
2.0611,199.951,207.642,75.4395
2.0612,211.029,169.189,23.6206
2.0613,196.838,74.5239,42.8467
2.0614,116.73,-82.6721,55.0232
2.0615,-37.1704,-240.417,67.8406
2.0616,-166.809,-308.624,40.0085
2.0617,-236.115,-287.75,34.8816
2.0618,-267.426,-234.833,58.6853
2.0619,-251.129,-180.084,75.531
2.062,-182.465,-147.034,97.0459
2.0621,-78.6438,-112.061,98.6938
2.0622,24.9023,-85.4187,88.0737
2.0623,123.322,-102.722,90.4541
2.0624,203.156,-173.492,100.525
2.0625,236.115,-240.784,108.948
2.0626,230.713,-281.433,111.969
2.0627,198.486,-294.434,100.25
2.0628,152.344,-280.975,72.6929
2.0629,115.356,-254.608,53.6499
2.063,99.4263,-208.923,50.6287
2.0631,101.349,-149.139,56.2134
2.0632,110.596,-95.3064,49.0723
2.0633,142.456,-89.2639,65.918
2.0634,192.352,-122.498,74.7986
2.0635,237.854,-167.175,90.4541
2.0636,271.637,-193.542,99.7009
2.0637,302.124,-196.289,100.525
2.0638,317.413,-178.528,91.8274
2.0639,313.385,-139.526,75.6226
2.064,306.519,-82.0313,62.0728
2.0641,281.067,-16.1133,59.6924
2.0642,240.784,30.4871,60.791
2.0643,204.437,44.8608,68.573
2.0644,178.711,32.2266,74.4324
2.0645,160.95,13.8245,75.1648
2.0646,160.034,0.0915527,75.4395
2.0647,167.999,-14.0076,100.708
2.0648,198.12,-3.479,99.4263
2.0649,221.466,26.5503,94.4824
2.065,238.495,75.9888,77.9114
2.0651,243.988,119.293,54.0161
2.0652,215.149,140.533,38.8184
2.0653,168.091,134.857,32.4097
2.0654,123.047,113.525,37.0789
2.0655,76.5381,90.7288,37.7197
2.0656,26.001,69.7632,32.2266
2.0657,-4.57764,50.7202,28.9307
2.0658,-4.39453,45.6848,31.5857
2.0659,19.5923,55.7556,33.6914
2.066,60.9741,73.1506,38.6353
2.0661,129.181,65.094,95.6726
2.0662,142.548,13.3667,111.145
2.0663,53.1921,-79.834,113.251
2.0664,-75.8057,-197.021,93.4753
2.0665,-190.338,-317.963,76.5381
2.0666,-278.87,-416.473,71.4111
2.0667,-303.406,-469.849,90.4541
2.0668,-259.369,-479.187,132.751
2.0669,-192.81,-424.713,149.78
2.067,-91.0034,-340.027,141.174
2.0671,42.6636,-273.102,136.23
2.0672,156.006,-230.896,132.385
2.0673,235.016,-223.389,130.371
2.0674,279.053,-240.692,124.237
2.0675,296.722,-300.11,121.399
2.0676,280.334,-353.302,117.371
2.0677,249.664,-388.275,103.912
2.0678,231.262,-394.318,89.5386
2.0679,226.685,-365.57,80.2917
2.068,233.002,-303.772,72.052
2.0681,270.538,-247.284,70.5872
2.0682,310.181,-198.669,62.8967
2.0683,352.02,-165.619,72.052
2.0684,382.416,-142.822,81.3904
2.0685,401.642,-158.295,105.652
2.0686,414.825,-172.394,116.18
2.0687,419.403,-174.5,122.04
2.0688,421.051,-169.281,110.87
2.0689,417.389,-145.386,104.187
2.069,413.452,-86.8835,89.5386
2.0691,407.959,-30.6702,88.623
2.0692,402.466,27.2827,90.8203
2.0693,386.353,67.1997,93.9331
2.0694,357.605,88.2568,99.9756
2.0695,326.019,88.5315,108.307
2.0696,308.35,86.5173,117.645
2.0697,298.004,82.3059,130.646
2.0698,296.722,95.0317,136.047
2.0699,307.068,114.258,124.054
2.07,314.301,147.949,92.926
2.0701,321.899,181.366,78.186
2.0702,317.413,208.466,79.834
2.0703,292.145,220.917,88.623
2.0704,256.531,231.903,79.2847
2.0705,218.628,230.896,77.3621
2.0706,174.866,222.198,70.6787
2.0707,145.111,209.93,75.531
2.0708,131.012,207.916,79.834
2.0709,140.717,211.029,86.5173
2.071,159.119,215.607,76.4465
2.0711,188.049,196.747,58.4106
2.0712,204.346,157.379,16.2964
2.0713,200.592,63.2629,41.0156
2.0714,121.674,-83.7708,48.8892
2.0715,-27.0996,-224.304,57.9529
2.0716,-155.548,-288.483,39.0015
2.0717,-234.467,-279.877,32.5928
2.0718,-271.362,-239.227,52.6428
2.0719,-255.157,-188.324,70.2209
2.072,-190.704,-151.062,97.6868
2.0721,-89.447,-114.532,100.8
