DynoWare,Version 2.5.1.2
Path:,C:\Users\Administrator\Desktop\20180315\
Filename:,6-n6000f900ap3ae25.dwd
Config ID:,6-n6000f900ap3ae25.cfg
Setup ID:,0
Manipulated:,0
Filename 1:, 
Filename 2:, 
Date:, 
Time:, 
Sampling rate [Hz]:,10000
Measuring time [s]:,50
Delay time [s]:,0
Cycle time [s]:,0
Cycles:,1
Samples per channel:,500001
Cycle interval:,0
Cycle No:,1
Time,Fx,Fy,Fz
3.0108,341.125,52.6428,99.1516
3.0109,320.892,66.3757,101.99
3.011,293.427,67.6575,106.476
3.0111,274.384,65.5518,114.624
3.0112,263.947,67.8406,133.575
3.0113,254.333,75.531,135.04
3.0114,267.883,95.6726,126.068
3.0115,280.792,126.251,101.624
3.0116,282.806,151.978,86.6089
3.0117,276.489,172.577,81.1157
3.0118,265.228,187.134,95.5811
3.0119,243.622,196.93,91.2781
3.012,206.177,201.05,82.1228
3.0121,176.971,202.423,84.9609
3.0122,151.154,199.86,94.0247
3.0123,140.259,195.099,95.2148
3.0124,144.196,191.711,86.9751
3.0125,152.161,185.303,85.6018
3.0126,169.83,165.802,60.9741
3.0127,157.745,129.181,17.3035
3.0128,127.625,33.0505,27.3743
3.0129,71.228,-93.4753,46.875
3.013,-30.4871,-188.324,55.2979
3.0131,-122.772,-222.839,40.0085
3.0132,-188.416,-211.945,45.4102
3.0133,-231.171,-182.831,51.4526
3.0134,-222.839,-155.365,61.5234
3.0135,-160.309,-116.821,69.7632
3.0136,-72.6013,-73.5168,73.3337
3.0137,13.1836,-49.4385,71.4111
3.0138,99.1516,-77.2705,81.8481
3.0139,172.394,-138.519,90.3625
3.014,211.487,-191.345,95.5811
3.0141,205.811,-221.558,92.3767
3.0142,172.119,-240.692,88.8977
3.0143,127.808,-236.298,74.707
3.0144,87.616,-205.994,63.9954
3.0145,56.3049,-158.844,59.3262
3.0146,40.6494,-108.948,53.6499
3.0147,50.1709,-76.9958,53.833
3.0148,84.8694,-86.3342,61.3403
3.0149,134.766,-120.117,77.8198
3.015,190.979,-144.745,98.3276
3.0151,226.227,-157.104,103.455
3.0152,255.707,-166.443,103.088
3.0153,272.003,-159.302,95.3979
3.0154,266.418,-130.005,82.3975
3.0155,248.657,-78.3691,72.2351
3.0156,218.17,-21.6064,67.8406
3.0157,175.964,15.7471,63.6292
3.0158,136.139,26.2756,63.6292
3.0159,118.561,19.5007,64.1785
3.016,112.701,4.11987,68.1152
3.0161,124.695,-10.2539,76.1719
3.0162,145.111,-17.6697,88.1653
3.0163,179.26,-11.8103,88.8062
3.0164,197.571,16.571,74.6155
3.0165,206.085,56.8542,55.7556
3.0166,193.909,86.1511,42.572
3.0167,157.745,99.884,33.3252
3.0168,115.997,100.25,33.3252
3.0169,82.0313,91.5527,33.9661
3.017,45.4102,72.6929,29.7546
3.0171,14.6484,51.4526,24.6277
3.0172,-1.00708,35.8887,27.6489
3.0173,7.32422,30.9448,30.4871
3.0174,25.9094,36.3464,37.1704
3.0175,61.615,47.5159,60.2417
3.0176,119.751,39.2761,109.589
3.0177,103.546,1.5564,108.673
3.0178,4.76074,-90.7288,110.504
3.0179,-115.906,-205.078,92.926
3.018,-218.445,-315.491,82.6721
3.0181,-273.01,-392.853,81.0242
3.0182,-269.989,-416.473,105.469
3.0183,-215.149,-400.085,142.548
3.0184,-144.562,-357.605,152.435
3.0185,-48.6145,-297.821,149.597
3.0186,63.1714,-238.77,137.421
3.0187,145.66,-202.148,135.132
3.0188,203.979,-198.029,136.597
3.0189,228.424,-222.473,129.272
3.019,232.269,-272.919,132.751
3.0191,221.008,-316.589,120.392
3.0192,200.5,-344.421,114.258
3.0193,183.563,-345.062,91.7358
3.0194,194.641,-324.463,91.095
3.0195,215.607,-267.426,80.0171
3.0196,240.967,-215.607,86.0596
3.0197,282.257,-169.189,85.5103
3.0198,304.504,-143.738,86.8835
3.0199,319.061,-146.027,92.4683
3.02,338.928,-158.386,111.053
3.0201,347.717,-170.288,122.131
3.0202,354.95,-167.267,125.427
3.0203,362.457,-152.069,123.138
3.0204,356.323,-128.448,106.293
3.0205,356.506,-84.137,104.095
3.0206,353.302,-24.2615,92.926
3.0207,352.295,22.0642,100.342
3.0208,337.83,50.9033,106.018
3.0209,312.653,64.7278,113.617
3.021,284.363,59.3262,114.166
3.0211,271.82,58.6853,130.92
3.0212,262.482,61.4319,129.181
3.0213,260.101,71.9604,133.118
3.0214,276.398,98.3276,121.674
3.0215,291.229,132.294,104.553
3.0216,291.779,160.126,89.9963
3.0217,280.151,179.352,88.8977
3.0218,263.672,190.704,94.0247
3.0219,234.1,196.838,93.4753
3.022,195.465,200.043,87.1582
3.0221,163.33,194.458,88.8977
3.0222,138.519,189.789,91.3696
3.0223,133.209,187.5,89.9048
3.0224,141.998,187.958,88.8062
3.0225,156.372,184.479,85.8765
3.0226,180.908,171.936,68.573
3.0227,172.302,139.069,21.8811
3.0228,135.315,46.3257,36.2549
3.0229,69.4885,-88.623,45.5933
3.023,-40.6494,-197.662,53.2837
3.0231,-141.357,-237.122,36.8042
3.0232,-203.522,-224.213,43.5791
3.0233,-241.791,-189.423,53.6499
3.0234,-230.347,-152.985,61.7981
3.0235,-161.316,-109.131,70.8618
3.0236,-65.6433,-63.3545,73.2422
3.0237,24.0784,-36.1633,69.4885
3.0238,112.427,-66.6504,77.9114
3.0239,183.197,-131.561,85.7849
3.024,213.226,-188.232,89.0808
3.0241,205.902,-225.403,88.3484
3.0242,167.633,-246.826,87.5244
3.0243,117.737,-241.791,69.9463
3.0244,81.4819,-209.656,58.96
3.0245,51.3611,-162.415,55.2063
3.0246,37.6282,-107.117,47.6074
3.0247,48.4314,-69.397,45.4102
3.0248,83.4961,-74.6155,56.3049
3.0249,133.209,-112.518,77.3621
3.025,186.035,-142.639,100.433
3.0251,222.656,-163.971,108.032
3.0252,252.045,-174.591,104.187
3.0253,268.341,-167.816,98.6938
3.0254,262.756,-136.047,82.7637
3.0255,247.375,-82.1228,71.228
3.0256,215.881,-18.6768,65.3687
3.0257,175.415,14.2822,67.8406
3.0258,135.864,35.7056,64.1785
3.0259,116.364,25.2686,68.4814
3.026,108.49,6.04248,69.3054
3.0261,119.293,-11.5356,79.2847
3.0262,144.745,-23.2544,83.1299
3.0263,172.943,-21.4233,87.3413
3.0264,196.198,11.1694,71.4111
3.0265,209.564,52.5513,55.8472
3.0266,203.613,86.8835,38.7268
3.0267,170.105,105.194,29.2053
3.0268,128.265,108.856,31.0364
3.0269,85.968,97.5952,31.7688
3.027,42.4805,74.5239,26.001
3.0271,3.20435,48.2483,23.0713
3.0272,-16.8457,28.5645,24.4446
3.0273,-8.60596,22.522,30.5786
3.0274,14.74,31.6772,35.3394
3.0275,53.833,47.6074,52.9175
3.0276,121.216,45.0439,102.173
3.0277,113.434,4.57764,106.201
3.0278,9.8877,-85.8765,103.088
3.0279,-106.476,-198.669,84.5032
3.028,-203.979,-304.504,79.3762
3.0281,-267.426,-381.042,76.355
3.0282,-272.644,-412.994,101.715
3.0283,-224.213,-408.417,140.717
3.0284,-158.386,-366.943,150.421
3.0285,-62.6221,-301.025,144.928
3.0286,53.5583,-242.523,130.829
3.0287,145.02,-202.148,136.23
3.0288,205.994,-191.437,136.139
3.0289,233.185,-213.959,129.089
3.029,238.129,-256.989,119.934
3.0291,225.494,-306.335,120.575
3.0292,201.05,-339.02,104.279
3.0293,187.134,-348.724,96.7712
3.0294,191.254,-327.301,85.0525
3.0295,208.099,-273.285,76.5381
3.0296,234.558,-216.248,72.7844
3.0297,269.257,-175.14,75.4395
3.0298,299.469,-149.139,82.7637
3.0299,320.526,-140.533,92.1021
3.03,337.28,-146.942,109.863
3.0301,348.45,-160.126,118.835
3.0302,358.795,-158.936,110.138
3.0303,363.281,-151.703,115.631
3.0304,365.753,-130.28,110.138
3.0305,362.274,-85.6934,100.8
3.0306,352.844,-30.0293,94.8486
3.0307,349.731,14.5569,100.159
3.0308,336.914,47.5159,97.5037
3.0309,312.744,60.9741,105.469
3.031,287.933,64.3616,106.842
3.0311,270.081,64.5447,125.336
3.0312,257.538,65.918,123.23
3.0313,258.362,74.4324,128.815
3.0314,271.271,102.173,110.596
3.0315,287.201,131.012,98.4192
3.0316,290.955,158.112,90.4541
3.0317,283.447,176.147,92.1936
3.0318,264.587,188.324,93.1091
3.0319,235.382,199.219,87.9822
3.032,201.691,201.599,78.0029
3.0321,164.978,200.592,81.665
3.0322,140.076,191.345,84.6863
3.0323,133.759,186.676,89.3555
3.0324,130.005,189.24,97.1375
3.0325,146.667,173.401,84.6863
3.0326,169.006,159.21,66.8335
3.0327,160.126,125.977,20.9656
3.0328,128.723,37.9028,29.6631
3.0329,75.531,-83.5876,45.7764
3.033,-19.8669,-182.281,55.5725
3.0331,-118.744,-219.086,38.1775
3.0332,-186.493,-211.578,44.22
3.0333,-229.98,-187.775,50.4456
3.0334,-225.311,-156.921,58.8684
3.0335,-163.971,-116.364,69.3054
3.0336,-74.4324,-72.4182,75.8057
3.0337,10.8032,-45.1355,70.4956
3.0338,96.4966,-75.6226,73.9746
3.0339,173.584,-136.23,83.7708
3.034,211.304,-186.951,88.623
3.0341,209.747,-220.917,90.6372
3.0342,172.028,-237.762,89.2639
3.0343,127.075,-235.107,78.4607
3.0344,83.4961,-210.022,61.7065
3.0345,51.2695,-164.795,54.7485
3.0346,39.917,-114.258,51.0864
3.0347,49.8047,-80.3833,48.1567
3.0348,86.5173,-84.9609,61.0657
3.0349,136.688,-113.617,78.0029
3.035,188.232,-136.688,96.4966
3.0351,226.868,-150.604,103.455
3.0352,255.89,-163.055,101.715
3.0353,268.433,-159.943,93.2007
3.0354,267.334,-133.301,85.6018
3.0355,249.298,-83.2214,71.5027
3.0356,218.994,-26.9165,68.8477
3.0357,179.535,7.32422,65.3687
3.0358,139.16,23.4375,62.1643
3.0359,119.293,20.2332,60.9741
3.036,120.392,10.3455,69.8547
3.0361,130.371,-0.183105,77.179
3.0362,149.689,-10.8948,78.2776
3.0363,174.408,-8.23975,81.5735
3.0364,189.423,15.8386,68.0237
3.0365,199.127,51.4526,54.4739
3.0366,191.071,79.7424,45.2271
3.0367,161.957,96.0388,39.0015
3.0368,115.265,101.624,39.5508
3.0369,86.3342,93.3838,30.4871
3.037,48.7976,75.0732,27.3743
3.0371,12.3596,53.3752,19.9585
3.0372,-6.04248,34.6985,23.6206
3.0373,-0.457764,27.0996,29.6631
3.0374,16.4795,32.7759,32.959
3.0375,47.8821,43.5791,48.3398
3.0376,112.427,38.1775,100.25
3.0377,106.476,-4.66919,105.286
3.0378,2.92969,-97.5037,105.377
3.0379,-117.645,-209.015,90.271
3.038,-203.705,-304.413,76.8127
3.0381,-265.228,-373.26,74.4324
3.0382,-267.609,-400.818,100.983
3.0383,-216.064,-395.508,136.597
3.0384,-152.802,-354.584,147.583
3.0385,-58.96,-293.701,140.717
3.0386,53.6499,-242.523,132.019
3.0387,144.47,-211.578,131.653
3.0388,201.965,-201.874,126.984
3.0389,229.248,-221.191,128.815
3.039,233.734,-264.221,121.49
3.0391,219.818,-306.061,118.286
3.0392,196.381,-334.9,111.053
3.0393,184.937,-341.125,94.6655
3.0394,186.31,-322.357,87.7075
3.0395,202.972,-270.264,76.8127
3.0396,234.467,-214.508,65.6433
3.0397,279.144,-173.676,80.0171
3.0398,312.561,-147.034,84.3201
3.0399,323.914,-146.21,91.0034
3.04,344.513,-152.069,110.229
3.0401,357.239,-160.034,115.356
3.0402,354.034,-157.013,117.645
3.0403,358.337,-150.513,116.821
3.0404,358.154,-125.61,110.413
3.0405,348.999,-80.0171,101.715
3.0406,347.076,-25.8179,99.2432
3.0407,342.957,14.74,97.7783
3.0408,328.857,42.6636,100.342
3.0409,308.258,57.7698,97.5037
3.041,296.997,63.3545,110.687
3.0411,276.855,60.5164,140.259
3.0412,271.82,68.6646,132.751
3.0413,267.242,77.4536,130.646
3.0414,273.285,98.4192,113.983
3.0415,283.447,131.195,94.3909
3.0416,283.356,155.273,90.5457
3.0417,271.454,166.168,90.1794
3.0418,250.671,178.162,90.271
3.0419,224.03,188.782,82.3059
3.042,195.831,194.458,78.3691
3.0421,162.598,192.719,75.0732
3.0422,145.569,192.078,83.7708
3.0423,147.675,191.071,90.271
3.0424,148.773,186.768,89.1724
3.0425,154.449,176.788,75.9888
3.0426,169.83,161.041,48.7061
3.0427,166.718,120.209,17.4866
3.0428,134.216,25.177,35.4309
3.0429,63.9954,-96.6797,52.4597
3.043,-39.1846,-186.584,52.9175
3.0431,-130.646,-214.783,37.4451
3.0432,-189.24,-199.036,42.6636
3.0433,-226.318,-170.929,48.5229
3.0434,-217.438,-149.597,61.7981
3.0435,-156.738,-110.413,69.8547
3.0436,-72.876,-67.2913,71.228
3.0437,14.6484,-46.9666,67.1997
3.0438,100.067,-79.9255,72.9675
3.0439,175.14,-140.259,87.8906
3.044,210.571,-194.458,95.3064
3.0441,204.163,-226.776,92.4683
3.0442,168.457,-241.058,83.9539
3.0443,123.871,-232.635,68.2983
3.0444,85.6018,-204.62,62.1643
3.0445,54.9316,-156.189,57.1289
3.0446,41.0156,-104.828,52.6428
3.0447,48.5229,-74.4324,53.009
3.0448,83.4961,-82.6721,60.6079
3.0449,129.73,-117.188,74.1577
3.045,180.45,-142.365,100.067
3.0451,221.558,-155.365,104.279
3.0452,250.214,-165.985,101.898
3.0453,273.926,-160.217,94.2993
3.0454,275.299,-131.561,82.3059
3.0455,255.341,-79.01,73.0591
3.0456,224.396,-21.0571,67.2913
3.0457,179.718,17.0288,67.1082
3.0458,135.59,27.7405,64.4531
3.0459,110.321,19.1345,59.2346
3.046,107.941,4.85229,68.3899
3.0461,116.455,-7.32422,76.5381
3.0462,136.871,-19.4092,86.9751
3.0463,168.365,-14.5569,83.8623
3.0464,190.796,11.5356,69.9463
3.0465,204.071,50.4456,53.9246
3.0466,199.677,82.5806,42.4805
3.0467,170.837,97.6868,36.3464
3.0468,128.54,100.25,34.5154
3.0469,87.3413,92.3767,32.2266
3.047,46.3257,72.3267,24.5361
3.0471,6.7749,50.5371,17.3035
3.0472,-15.1978,31.4026,21.8811
3.0473,-8.23975,24.5361,30.6702
3.0474,14.3738,31.7688,35.2478
3.0475,45.5017,48.7976,37.262
3.0476,112.61,49.3469,88.1653
3.0477,127.167,9.61304,100.067
3.0478,27.3743,-84.2285,103.18
3.0479,-105.194,-203.796,86.7004
3.048,-204.346,-313.66,74.4324
3.0481,-274.109,-387.817,72.7844
3.0482,-277.588,-409.882,98.6938
3.0483,-226.959,-398.438,133.392
3.0484,-164.429,-353.668,150.238
3.0485,-68.1152,-286.652,143.829
3.0486,47.0581,-232.727,128.357
3.0487,146.301,-198.486,132.111
3.0488,204.803,-190.979,122.955
3.0489,236.572,-219.177,131.47
3.049,245.27,-263.123,135.132
3.0491,226.318,-312.744,122.772
3.0492,191.711,-342.682,104.828
3.0493,175.781,-346.802,87.0667
3.0494,182.19,-328.857,82.5806
3.0495,202.606,-275.208,79.7424
3.0496,237.854,-212.036,75.8057
3.0497,277.039,-165.894,80.2917
3.0498,310.455,-140.533,83.8623
3.0499,329.407,-136.047,96.3135
3.05,343.14,-147.949,108.856
3.0501,353.394,-163.513,119.385
3.0502,346.436,-165.527,115.814
3.0503,343.323,-161.041,109.955
3.0504,348.724,-135.864,102.173
3.0505,344.696,-86.792,97.0459
3.0506,346.436,-32.0435,93.75
3.0507,353.394,16.8457,105.835
3.0508,342.957,49.7131,102.356
3.0509,316.406,61.3403,99.1516
3.051,293.427,67.0166,105.377
3.0511,276.306,61.1572,115.997
3.0512,266.327,60.6079,132.935
3.0513,263.123,72.6013,137.604
3.0514,266.602,95.3979,119.11
3.0515,276.581,132.751,95.2148
3.0516,281.342,159.119,75.8057
3.0517,275.665,167.999,84.137
3.0518,258.636,181.915,87.7991
3.0519,234.375,194.55,86.7004
3.052,200.5,198.944,76.5381
3.0521,169.373,193.542,75.0732
3.0522,149.139,188.782,84.7778
3.0523,140.35,186.218,93.8416
3.0524,142.456,185.394,92.2852
3.0525,151.245,182.007,77.9114
3.0526,164.886,167.542,45.1355
3.0527,166.077,125.61,11.5356
3.0528,141.815,33.0505,29.48
3.0529,74.707,-92.5598,48.1567
3.053,-30.4871,-184.387,54.4739
3.0531,-130.463,-220.276,35.1563
3.0532,-194.733,-209.106,43.0298
3.0533,-232.544,-178.802,46.875
3.0534,-221.558,-152.069,63.8123
3.0535,-162.506,-110.138,76.0803
3.0536,-75.4395,-66.6504,76.9043
3.0537,16.6626,-44.1284,70.6787
3.0538,101.715,-76.0803,73.9746
3.0539,176.88,-138.885,83.5876
3.054,212.769,-191.711,98.3276
3.0541,203.888,-225.952,95.5811
3.0542,164.978,-247.009,88.3484
3.0543,120.483,-234.924,66.0095
3.0544,81.3904,-204.803,59.2346
3.0545,52.7344,-156.281,56.6711
3.0546,41.0156,-106.842,55.2063
3.0547,51.6357,-76.9043,55.6641
3.0548,82.8552,-85.2356,61.4319
3.0549,136.78,-115.723,77.8198
3.055,186.218,-136.871,94.9402
3.0551,223.022,-155.09,105.927
3.0552,251.038,-169.647,104.462
3.0553,265.961,-167.542,94.9402
3.0554,265.503,-136.688,80.4749
3.0555,248.474,-80.1086,64.7278
3.0556,216.797,-25.3601,65.918
3.0557,180.084,12.7258,68.9392
3.0558,143.372,26.1841,69.6716
3.0559,119.568,19.5007,69.4885
3.056,114.624,8.05664,69.1223
3.0561,121.857,-8.3313,72.6929
3.0562,142.09,-22.522,86.3342
3.0563,171.204,-18.4021,84.8694
3.0564,192.535,11.7188,69.2139
3.0565,203.156,55.1147,54.9316
3.0566,195.923,88.0737,40.8325
3.0567,165.161,100.891,35.0647
3.0568,124.329,102.356,21.7896
3.0569,86.4258,93.2007,35.1563
3.057,46.6003,74.3408,29.48
3.0571,8.3313,51.8188,21.698
3.0572,-9.70459,33.1421,22.7966
3.0573,-4.02832,26.3672,29.3884
3.0574,15.9302,34.3323,36.8958
3.0575,47.1497,48.5229,44.8608
3.0576,113.251,46.6919,98.3276
3.0577,122.955,9.52148,102.264
3.0578,28.0151,-81.0242,105.469
3.0579,-97.0459,-197.113,85.7849
3.058,-200.134,-311.554,77.2705
3.0581,-270.081,-390.656,80.3833
3.0582,-271.912,-416.656,101.898
3.0583,-230.164,-404.48,134.949
3.0584,-168.274,-360.168,151.428
3.0585,-72.5098,-293.976,138.153
3.0586,46.6919,-233.917,133.759
3.0587,147.491,-195.007,135.132
3.0588,205.536,-192.261,127.625
3.0589,237.762,-222.382,135.681
3.059,256.348,-270.447,134.399
3.0591,231.354,-315.033,129.822
3.0592,200.317,-344.33,111.603
3.0593,187.317,-347.351,94.2078
3.0594,184.937,-325.836,86.7004
3.0595,202.148,-275.757,81.4819
3.0596,234.283,-217.346,78.3691
3.0597,271.271,-171.753,83.0383
3.0598,301.208,-145.844,86.3342
3.0599,325.653,-136.688,101.44
3.06,339.111,-151.245,112.793
3.0601,347.626,-164.612,120.026
3.0602,345.612,-168.457,130.92
3.0603,357.971,-163.696,115.631
3.0604,360.809,-138.336,108.765
3.0605,358.704,-87.4329,98.9685
3.0606,354.767,-32.0435,96.6797
3.0607,353.302,16.2964,97.229
3.0608,342.59,49.0723,98.877
3.0609,318.42,62.8967,104.553
3.061,295.715,67.3828,114.166
3.0611,275.299,64.5447,121.399
3.0612,264.496,65.1855,134.399
3.0613,263.763,70.8618,132.385
3.0614,274.017,92.7429,121.674
3.0615,279.968,132.385,96.7712
3.0616,280.426,165.253,84.2285
3.0617,279.236,177.155,90.271
3.0618,262.482,185.303,92.2852
3.0619,238.312,199.036,91.5527
3.062,203.979,203.888,82.9468
3.0621,170.471,198.853,84.2285
3.0622,149.231,194.641,88.9893
3.0623,139.435,187.775,96.5881
3.0624,144.47,186.676,96.3135
3.0625,150.879,188.049,89.5386
3.0626,172.119,173.126,77.3621
3.0627,159.576,133.575,19.5923
3.0628,132.568,48.3398,27.9236
3.0629,78.6438,-75.531,42.572
3.063,-27.832,-188.599,57.6782
3.0631,-128.54,-234.924,39.8254
3.0632,-189.697,-228.058,44.4946
3.0633,-230.621,-193.726,53.9246
3.0634,-228.424,-154.541,62.7136
3.0635,-166.351,-115.631,73.2422
3.0636,-75.3479,-71.1365,77.4536
3.0637,14.6484,-42.0227,69.3054
3.0638,100.25,-66.5588,73.0591
3.0639,176.422,-130.463,88.1653
3.064,215.881,-186.127,94.7571
3.0641,208.282,-223.663,97.5037
3.0642,167.267,-246.826,88.623
3.0643,124.969,-239.685,76.1719
3.0644,81.4819,-209.747,53.009
3.0645,50.5371,-169.098,55.8472
3.0646,41.1987,-115.997,52.1851
3.0647,50.8118,-79.2847,52.4597
3.0648,84.8694,-78.7354,59.6008
3.0649,139.069,-107.391,78.6438
3.065,192.169,-137.054,97.8699
3.0651,224.762,-156.281,106.11
3.0652,253.601,-166.626,107.117
3.0653,265.961,-163.055,93.9331
3.0654,259.369,-135.132,79.1931
3.0655,246.368,-82.7637,67.1997
3.0656,215.973,-25.177,65.1855
3.0657,181.915,15.6555,68.1152
3.0658,146.576,32.5928,66.5588
3.0659,121.765,23.4375,69.4885
3.066,118.011,8.5144,68.8477
3.0661,126.434,-7.04956,75.4395
3.0662,144.928,-28.7476,94.4824
3.0663,171.204,-18.6768,83.9539
3.0664,189.514,9.52148,73.7915
3.0665,199.036,52.6428,58.96
3.0666,190.521,89.3555,41.9312
3.0667,161.041,103.638,35.0647
3.0668,121.307,104.279,30.7617
3.0669,86.9751,94.6655,35.5225
3.067,52.002,74.9817,28.8391
3.0671,15.4724,52.7344,25.5432
3.0672,-3.479,34.79,23.9868
3.0673,-1.37329,23.8953,29.48
3.0674,17.3035,27.7405,39.5508
3.0675,48.8892,40.9241,62.9883
3.0676,107.3,34.0576,112.335
3.0677,93.75,-4.48608,104.553
3.0678,-0.915527,-89.2639,106.201
3.0679,-102.173,-195.557,94.8486
3.068,-202.698,-302.307,84.8694
3.0681,-261.749,-382.782,88.2568
3.0682,-256.897,-415.649,108.49
3.0683,-218.17,-408.875,139.526
3.0684,-153.076,-364.746,153.168
3.0685,-61.0657,-300.842,142.548
3.0686,44.7693,-244.812,134.308
3.0687,139.801,-206.726,133.392
3.0688,196.472,-198.303,128.723
3.0689,231.354,-221.375,132.751
3.069,244.995,-262.756,122.589
3.0691,223.938,-308.075,118.835
3.0692,200.867,-342.773,109.68
3.0693,193.085,-348.907,95.0317
3.0694,190.521,-322.723,87.0667
3.0695,205.902,-274.75,78.2776
3.0696,232.086,-221.008,73.2422
3.0697,266.693,-173.492,77.0874
3.0698,298.553,-145.111,80.9326
3.0699,321.899,-138.428,93.75
3.07,342.682,-148.865,111.328
3.0701,351.929,-159.21,120.117
3.0702,360.26,-165.161,127.35
3.0703,368.408,-158.661,119.385
3.0704,366.394,-133.026,113.159
3.0705,357.147,-85.3271,101.44
3.0706,347.168,-29.48,93.3838
3.0707,344.696,20.1416,95.8557
3.0708,330.231,55.7556,96.4966
3.0709,304.779,71.7773,99.6094
3.071,287.842,69.8547,110.229
3.0711,282.532,70.7703,117.279
3.0712,267.609,62.439,128.906
3.0713,268.616,67.8406,127.35
3.0714,283.081,91.0034,118.378
3.0715,283.173,127.716,99.5178
3.0716,283.905,159.576,86.2427
